Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
1286,Franck Kessié,CIV,MF,Barcelona,La Liga,26,1996,12,2,365,4.1,0,1.71,0.24,14.3,0,0,13.7,0,0,0,35.9,41.5,10.12195122,86.5,501,73.7,22.4,24.1,92.9,11,12.4,88.2,1.46,0.356097561,1.71,0.4170731707,85.7,0.24,1.22,1.46,0,0,2.93,41.5,40.5,0.49,0.24,0.49,0.49,0.24,0.24,0,0,0,0,35.9,0.49,1.22,1.95,1.46,0,0.24,0.24,0,0,0.24,0.24,0,0,0,0,0,1.46,0.356097561,0.73,50.00,0.49,0.49,0.49,0.49,1.22,40,0.73,1.22,0.24,0.05853658537,0.98,1.46,0.356097561,2.93,0.49,0.1195121951,0.24,53.4,2.44,9.76,30.7,13.2,3.66,53.4,1.22,0.24,20,0.49,40,33.9,176.3,70.2,1.22,0.98,0,2.68,1.22,41.5,3.9,0.73,0,0,2.44,1.71,0.24,0.24,0.73,0,0,0,5.37,0.24,0.49,0.73,33.3
1287,Saîf-Eddine Khaoui,TUN,MFFW,Clermont Foot,Ligue 1,27,1995,22,16,1418,15.8,2,1.71,0.63,37,0.07,0.2,23.4,0.25,0,0,22.9,32.7,2.069620253,70,350,124.6,11.7,14.7,79.7,7.53,10,75.3,1.9,0.1202531646,4.87,0.3082278481,39,0.19,1.71,2.15,0.44,0.06,3.1,32.7,29,3.29,1.2,0.06,0.06,2.41,0,2.09,0.7,0.89,0,22.9,0.44,0.95,2.97,1.77,0.63,0.13,0.19,0.25,0,0.25,0.13,0,0.06,0.06,0,0,1.9,0.1202531646,1.01,53.16,0.7,0.95,0.25,0.57,1.65,34.6,1.08,1.01,0.13,0.008227848101,0.89,1.46,0.09240506329,3.35,0.32,0.02025316456,0,43.3,0.89,7.59,23.1,13.7,1.96,43.3,2.15,1.01,47.1,0.82,38.2,29.5,164.2,72,1.01,1.2,0.25,1.9,0.95,25.9,3.1,0.25,0,0,1.14,1.46,0.38,2.41,1.01,0,0.06,0,5.76,0.38,0.38,0.76,50
1288,Wahbi Khazri,TUN,FWMF,Montpellier,Ligue 1,32,1991,14,10,868,9.6,2,1.98,1.04,52.6,0.11,0.2,21.2,0,0,0,18.9,25.8,2.6875,73,321.9,99.9,8.85,11.5,77.3,5.83,7.19,81.2,2.81,0.2927083333,4.06,0.4229166667,69.2,0.1,0.63,2.4,1.04,0.21,2.81,25.8,22.5,3.13,1.04,0.21,0.63,1.77,0.83,0.42,0.31,0.1,0,18.9,0.21,1.15,2.29,1.04,0.21,0.21,0.42,0.31,0.1,0.63,0.21,0,0,0.31,0.1,0,1.35,0.140625,0.73,54.07,0.63,0.73,0,0.31,1.15,27.3,0.83,0.73,0.1,0.01041666667,0.63,0.63,0.065625,1.98,0.83,0.08645833333,0,38.2,0.63,4.79,19.4,14.7,3.13,38.2,3.44,1.46,42.4,1.46,42.4,27.6,177.7,64.5,1.35,0.73,0.83,3.02,1.88,25.3,5.42,0.31,0.1,0,0.83,2.19,0.94,1.77,0.73,0,0,0,4.48,0.83,1.56,2.39,34.8
1289,Rani Khedira,GER,MF,Union Berlin,Bundesliga,29,1994,19,19,1663,18.5,0,0.81,0,0,0,0,23.4,0,0,0,24.5,33,1.783783784,74.3,395.6,92.6,11.9,14.2,83.7,10.2,13.1,77.7,1.68,0.09081081081,3.62,0.1956756757,46.3,0,0.22,2.16,0.16,0.05,2.27,33,32.1,0.86,0.54,0.05,0.05,0.38,0,0.05,0.05,0,0,24.5,0,0.7,0.97,0.86,0,0,0,0,0.11,0.11,0.05,0,0,0,0,0.05,2.11,0.1140540541,1.03,48.82,0.65,1.14,0.32,0.86,1.57,55.2,0.7,1.08,0.32,0.0172972973,0.76,1.3,0.07027027027,3.41,1.14,0.06162162162,0,41.8,1.84,10.8,25.4,6.38,0.49,41.8,0.16,0.05,33.3,0.05,33.3,17.6,69.7,17.4,0.38,0.38,0.05,1.08,0.7,21.8,0.65,0.32,0,0,2.05,0.49,0,0.38,1.03,0,0,0,6.11,1.46,0.54,2,73
1290,Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,17,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,110,120,1200,91.7,2090,470,0,0,0,90,100,90,10,100,10,100,100,0,0,0,0,0,10,120,110,10,10,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,30,80,10,0,120,0,0,0,0,0,40,240,220,10,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
1291,Kike,ESP,FW,Osasuna,La Liga,33,1989,20,3,552,6.1,2,3.77,1.15,30.4,0.04,0.14,15.7,0,0.16,0.16,13.9,19.7,3.229508197,70.8,171.3,19.7,9.51,11.5,82.9,3.11,4.92,63.3,0.16,0.0262295082,0.49,0.08032786885,33.3,0,0.98,0.66,0.82,0,1.8,19.7,18.9,0.66,0,0,0,0.16,0.16,0,0,0,0,13.9,0.16,0.49,2.79,1.97,0,0,0.16,0.66,0,0.33,0,0,0,0.16,0.16,0,0.33,0.05409836066,0.33,100.00,0,0.16,0.16,0,0.33,0,0.33,0,0,0,0,0.16,0.0262295082,0.49,0.98,0.1606557377,0,34.6,1.15,1.8,14.4,18.5,5.74,34.4,1.31,0.66,50,0.49,37.5,21.8,94.8,29.2,1.48,1.15,0.49,5.25,1.64,28.5,4.92,0.49,0,0,2.79,2.3,0.66,0.16,0.33,0.33,0,0,2.95,4.43,5.57,10,44.3
1292,Luca Kilian,GER,DF,Köln,Bundesliga,23,1999,13,13,1096,12.2,1,0.33,0.08,25,0.25,1,9.8,0,0,0,47.4,55.2,4.524590164,85.9,939.9,267.8,11.6,13.3,87.7,30.8,32.5,94.9,4.51,0.3696721311,8.11,0.6647540984,55.6,0,0.16,2.95,0,0,3.93,55.2,53.4,1.56,1.07,0,0.41,0,0.25,0,0,0,0,47.4,0.25,0.41,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.1475409836,1.31,72.78,1.15,0.57,0.08,0.98,1.72,57.1,0.74,1.31,0.66,0.05409836066,0.66,0.82,0.06721311475,2.62,3.93,0.3221311475,0,64.6,7.05,35.9,26.3,2.7,0.49,64.6,0.33,0.16,50,0.08,25,41,227.5,126.4,0.98,0.57,0,0.33,0.16,42.5,0.16,0.41,0.16,0.16,0.57,0.08,0,0,1.31,0,0.16,0,5,1.8,1.56,3.36,53.7
1293,Max Kilman,ENG,DF,Wolves,Premier League,25,1997,22,22,1980,22,0,0.36,0,0,0,0,8.8,0,0,0,47.8,57.8,2.627272727,82.6,920.8,339.6,17,18.3,93.3,25.6,27.9,91.7,4.59,0.2086363636,10.4,0.4727272727,44.3,0,0.05,3.64,0.18,0,3.5,57.8,56.8,0.82,0.82,0,0.59,0,0,0,0,0,0,47.8,0.23,0.45,0.59,0.55,0,0,0.05,0,0,0.09,0.05,0,0,0.05,0,0,1.09,0.04954545455,0.59,54.13,0.82,0.23,0.05,0.5,0.86,57.9,0.36,2.05,1.18,0.05363636364,0.86,0.68,0.03090909091,1.77,4.68,0.2127272727,0,68.7,12.8,42.3,25.4,1.45,0.64,68.7,0.45,0.27,60,0.18,40,38.4,203,119.8,0.82,0.18,0,0.45,0.23,47.2,0.05,0.14,0,0,0.45,0.23,0,0,0.59,0,0,0,5.32,2.14,1.27,3.41,62.7
1294,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,28,1995,19,18,1599,17.8,3,1.18,0.51,42.9,0.14,0.33,25.6,0.17,0,0,75.3,89.3,5.016853933,84.3,1414.4,462.5,31.2,33.4,93.4,32.2,36,89.4,10.4,0.5842696629,16.9,0.9494382022,61.8,0.22,2.53,9.21,2.25,0.11,10.5,89.3,77.5,11.6,4.55,1.01,0.28,7.47,0.84,6.24,2.58,2.81,0.22,75.3,0.17,0.73,5,2.81,1.91,0.06,0.11,0.06,0.06,0.67,0.51,0.11,0,0.06,0,0,2.53,0.1421348315,1.46,57.71,0.51,1.69,0.34,1.18,2.13,55.3,0.96,0.79,0.06,0.003370786517,0.73,1.46,0.08202247191,3.99,1.29,0.07247191011,0,99.2,3.2,19.2,54,26.8,0.56,99.2,0.9,0.45,50,0.28,31.3,56.4,272.2,100.8,1.29,0.9,0.17,0.96,1.07,67.2,2.02,0.28,0.06,0.06,0.96,1.57,0,7.47,1.46,0,0,0,9.1,0.62,1.07,1.69,36.7
1295,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,27,1995,9,7,625,6.9,0,0.43,0,0,0,0,6.8,0,0,0,60.7,64.8,9.391304348,93.7,919.9,392.8,32.5,33.3,97.4,23.6,24.8,95.3,2.9,0.4202898551,3.33,0.4826086957,87,0,0.14,4.93,0.14,0,5.8,64.8,58,6.67,1.74,0.14,0,0,2.75,0,0,0,0,60.7,0.14,0.87,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.2942028986,0.87,42.86,1.01,0.72,0.29,1.01,1.59,63.6,0.58,1.16,0.58,0.08405797101,0.58,1.45,0.2101449275,3.48,0.87,0.1260869565,0,72.2,6.67,22.6,44.6,5.22,0.72,72.2,0.43,0.29,66.7,0,0,54.2,256.4,141.6,0.58,1.16,0,0.43,0.58,51.4,0.58,0.43,0,0,2.75,1.16,0.14,0,0.87,0,0.14,0,5.22,1.59,1.16,2.75,57.9
1296,Jakub Kiwior,POL,DF,Spezia,Serie A,22,2000,17,17,1443,16,0,0.63,0.13,20,0,0,16.6,0.06,0,0,40.8,48.4,3.025,84.3,822.8,260.3,13.1,14.9,87.8,21.4,23.2,92.5,5.81,0.363125,9.19,0.574375,63.3,0,0.25,1.56,0.31,0,2.31,48.4,42.7,5.56,2.13,0.06,0.19,0.88,0.75,0.56,0.38,0.19,0,40.8,0.19,0.25,0.94,0.56,0.19,0,0.06,0,0.13,0.06,0.06,0,0,0,0,0,1.38,0.08625,1.06,76.81,0.94,0.44,0,0.38,1.5,25,1.13,1.63,1.13,0.070625,0.5,1.5,0.09375,2.88,4.44,0.2775,0.06,59.6,11.1,37.1,19.2,3.63,0.94,59.6,0.44,0.31,71.4,0.13,28.6,29,171.8,87.2,0.81,0.19,0.06,0.5,0.31,31.1,0.38,0.19,0,0,1,0.31,0,0.88,1.06,0,0,0,5.81,1.38,0.75,2.13,64.7
1297,Simon Kjær,DEN,DF,Milan,Serie A,33,1989,11,8,668,7.4,0,0,0,0,0,0,0,0,0,0,50.1,58,7.837837838,86.5,1081.9,378.5,14.2,16.1,88.2,26.2,27.8,94.2,9.32,1.259459459,13.4,1.810810811,69.7,0,0,4.32,0.14,0,4.19,58,56.8,1.22,1.08,0,0.27,0.14,0.14,0,0,0,0,50.1,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.1459459459,0.54,50.00,0.68,0.41,0,0.54,0.81,66.7,0.27,1.08,0.81,0.1094594595,0.27,0.95,0.1283783784,2.03,2.57,0.3472972973,0.14,64.5,6.76,33.6,30,1.08,0.14,64.5,0,0,0,0,0,37.4,153,89.1,0,0.14,0,0.14,0,44.5,0,0.54,0,0,0.95,0.14,0,0.14,0.54,0,0,0,5.41,1.76,0.68,2.44,72.2
1298,Mateusz Klich,POL,MFFW,Leeds United,Premier League,32,1990,14,0,280,3.1,0,1.29,0.32,25,0,0,21.7,0,0,0,34.8,47.7,15.38709677,73,455.2,124.8,19.7,22.3,88.4,9.03,11,82.4,1.61,0.5193548387,5.48,1.767741935,29.4,0,1.61,1.94,1.61,0,5.16,47.7,44.8,2.9,0.65,0,0,2.58,1.29,0.97,0.32,0.32,0,34.8,0,2.26,2.26,2.26,0,0,0,0,0,0,0,0,0,0,0,0,3.87,1.248387097,2.58,66.67,0.97,1.29,1.61,2.26,4.19,53.8,1.94,1.29,0,0,1.29,0,0,3.87,0.32,0.1032258065,0,61,0.97,8.06,26.5,27.4,2.9,61,1.94,0.65,33.3,1.29,66.7,35.5,124.2,48.1,1.61,1.61,0.65,3.55,0.32,40,6.77,0.65,0,0,3.23,0.97,0,2.58,2.58,0,0,0,7.74,0.32,0.65,0.97,33.3
1299,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,5,3,289,3.2,0,1.25,0.31,25,0,0,12.8,0,0,0,61.3,70.9,22.15625,86.3,1195,305,19.4,21.6,89.9,37.2,40,93,4.69,1.465625,8.75,2.734375,53.6,0,0,2.5,0,0,2.19,70.9,68.4,2.19,1.25,0,0,0.31,0.94,0,0,0,0,61.3,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.78125,1.25,50.00,0.63,1.88,0,1.25,1.56,80,0.31,0,0,0,0,0.63,0.196875,3.13,2.19,0.684375,0,79.7,2.5,40.9,34.7,4.69,1.25,79.7,0.31,0,0,0.31,100,45,195,76.3,0,0.31,0,0,0.63,60.6,0.94,0,0,0,0.63,0.31,0.31,0.31,1.25,0,0,0,6.56,1.56,2.81,4.37,35.7
1300,Justin Kluivert,NED,FWMF,Valencia,La Liga,23,1999,15,6,698,7.8,3,2.31,1.03,44.4,0.17,0.38,17,0,0,0,20.3,28.7,3.679487179,70.5,315.8,62.9,12.6,15.4,81.7,5.13,6.92,74.1,1.92,0.2461538462,4.1,0.5256410256,46.9,0,1.79,1.54,1.15,0.38,1.92,28.7,24.2,4.1,0.64,0,0.26,3.72,0.77,2.56,0.51,0.77,0,20.3,0.38,0.64,4.1,2.56,0.64,0.13,0.26,0.26,0.26,0.38,0.13,0,0,0.13,0.13,0,1.67,0.2141025641,1.28,76.65,0.64,0.38,0.64,0.51,0.9,57.1,0.38,0.13,0,0,0.13,0.51,0.06538461538,2.18,0.51,0.06538461538,0,39.2,0.38,3.33,12.2,24.6,3.08,39.2,2.56,1.03,40,1.41,55,23.7,182.8,101.3,3.85,1.54,1.15,2.31,1.28,26.3,7.82,0.26,0,0,1.41,1.28,0.13,3.72,1.28,0.13,0,0,5.26,0.64,1.28,1.92,33.3
1301,Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,21,2002,14,10,851,9.5,1,1.16,0.53,45.5,0.09,0.2,20.3,0,0,0,28.6,44.9,4.726315789,63.7,435.7,194.6,14.9,19.4,77.2,11.5,17.4,66.1,1.47,0.1547368421,3.89,0.4094736842,37.8,0,0.32,1.79,0.84,0.32,2.53,44.9,34.2,10.6,0.53,0,0,1.47,10.1,0,0,0,0,28.6,0.11,2.11,1.47,1.05,0,0,0,0.42,0,0.32,0.11,0,0,0,0.21,0,2.11,0.2221052632,1.37,64.93,1.26,0.63,0.21,1.05,2.32,45.5,1.26,1.58,0.11,0.01157894737,1.47,1.05,0.1105263158,3.16,2.11,0.2221052632,0,59.8,2.63,20.2,25.4,16.3,2.63,59.8,4.63,1.58,34.1,2.53,54.5,27.5,196.3,118,3.47,1.89,1.05,2.53,0.63,29.3,4.11,0,0,0,0.84,1.26,0.11,1.47,1.37,0.11,0,0,6.53,0.42,1.26,1.68,25
1302,Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,19,19,1710,19,2,0.26,0.05,20,0.2,1,19.3,0,0.05,0.11,42.6,53.3,2.805263158,80,913.9,359.5,11.5,12.9,88.6,24,26.5,90.5,6.84,0.36,12.1,0.6368421053,56.8,0,0.11,2.63,0.05,0,2.58,53.3,51,2,1.95,0,0.26,0,0.05,0,0,0,0,42.6,0.26,0.63,0.58,0.37,0.11,0,0.11,0,0,0.05,0.05,0,0,0,0,0,1.53,0.08052631579,0.95,62.09,1.05,0.37,0.11,0.79,1.42,55.6,0.63,1.05,0.47,0.02473684211,0.58,0.79,0.04157894737,2.32,4.58,0.2410526316,0,63.3,7.26,33.7,28.6,1.26,0.74,63.2,0.21,0.21,100,0,0,34.5,165.8,89.1,0.32,0.11,0.05,0.47,0.21,36.4,0.21,0.16,0,0,0.63,1.05,0,0,0.95,0,0.05,0,7.05,1.79,1.58,3.37,53.1
1303,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,32.5,39.6,2.475,82,821.3,502,6.06,6.06,100,17.3,17.4,98.9,9,0.5625,15.8,0.9875,56.9,0,0,0.38,0,0,0,39.6,30.7,8.81,1.94,0,0.06,0,0,0,0,0,0,32.5,0.13,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.019375,0.06,42.1,31.7,41.8,0.38,0,0,42.1,0,0,0,0,0,25.7,112.4,52.5,0,0,0,0.06,0,23.6,0,0,0,0,0,0.13,0,0,0,0,0,0,1.44,0.19,0,0.19,100
1304,Robin Koch,GER,DF,Leeds United,Premier League,26,1996,20,20,1752,19.5,0,0.31,0.05,16.7,0,0,12.6,0,0,0,36,47.3,2.425641026,76.1,696.6,323.8,11.8,14,84.2,19.7,23.2,85.2,3.95,0.2025641026,8.26,0.4235897436,47.8,0,0.05,3.54,0.15,0,3.23,47.3,45.7,1.44,1.44,0.1,0.21,0.05,0,0,0,0,0,36,0.1,0.92,0.31,0.21,0.05,0,0.05,0,0,0,0,0,0,0,0,0,1.59,0.08153846154,0.87,54.72,1.08,0.41,0.1,0.77,1.44,53.6,0.67,1.38,0.62,0.03179487179,0.77,1.49,0.07641025641,3.08,3.85,0.1974358974,0.05,57.2,7.85,30.7,24.7,2.31,0.56,57.2,0,0,0,0,0,29,128.2,69.4,0.36,0.26,0,0.36,0.05,32.2,0.21,0.26,0,0,1.23,0.56,0,0.05,0.87,0,0,0.05,5.74,2.56,1.49,4.05,63.3
1305,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,29,1994,17,17,1410,15.7,2,1.4,0.19,13.6,0.09,0.67,21.4,0,0,0,34,47.3,3.012738854,72,558.4,193.7,16.5,20.1,82,13.9,18.4,75.8,2.36,0.1503184713,5.86,0.3732484076,40.2,0,0.57,4.46,0.51,0,5.41,47.3,45.5,1.59,1.46,0.19,0.32,0.19,0.13,0,0,0,0,34,0.19,0.64,2.04,1.53,0,0.06,0.25,0.19,0,0.13,0.06,0,0,0.06,0,0,2.36,0.1503184713,1.34,56.78,0.7,1.46,0.19,1.02,2.36,43.2,1.34,1.4,0.25,0.01592356688,1.15,1.34,0.08535031847,3.69,1.08,0.06878980892,0,57.2,2.23,11.7,36.9,9.11,1.15,57.2,0.57,0.13,22.2,0.38,66.7,26.2,99,38.7,0.38,0.45,0.06,0.51,0.19,30.6,1.34,0.32,0,0,1.4,1.34,0.06,0.19,1.34,0,0,0,8.15,1.46,1.66,3.12,46.9
1306,Koke,ESP,MF,Atlético Madrid,La Liga,31,1992,16,13,1121,12.5,0,0.48,0,0,0,0,15,0,0,0,52.6,62.2,4.976,84.4,785.8,237.5,29.8,32,93,15.7,18.3,85.6,3.92,0.3136,6.56,0.5248,59.8,0.16,1.04,4.72,0.64,0.16,5.36,62.2,59.5,2.16,1.68,0.24,0.32,1.2,0.24,0,0,0,0,52.6,0.56,0.88,2.32,2.24,0,0,0.08,0,0,0.16,0.16,0,0,0,0,0,2.16,0.1728,1.44,66.67,0.88,1.12,0.16,0.8,1.84,43.5,1.04,1.12,0.48,0.0384,0.64,0.56,0.0448,2.72,0.72,0.0576,0,70.5,2.16,15.5,44,11.2,1.04,70.5,0.72,0.24,33.3,0.4,55.6,37.8,124.7,59.5,0.48,0.96,0,1.28,0.64,51.2,1.68,0.24,0,0,0.96,1.52,0,1.2,1.44,0,0,0,6.16,0.64,0.64,1.28,50
1307,Sead Kolainac,BIH,DF,Marseille,Ligue 1,29,1993,19,13,1073,11.9,3,0.84,0.42,50,0.3,0.6,10.3,0,0,0,45.3,54.1,4.546218487,83.7,721.1,193,22.9,25.6,89.5,19.2,22.5,85.1,2.27,0.1907563025,3.61,0.3033613445,62.8,0.08,0.42,2.94,0.5,0.17,3.7,54.1,50.1,3.95,0.92,0.08,0.25,1.09,3.03,0,0,0,0,45.3,0.08,1.01,1.26,1.09,0,0.08,0.08,0,0,0.25,0.08,0,0.08,0.08,0,0,2.61,0.2193277311,1.85,70.88,1.43,0.76,0.42,1.09,1.34,81.3,0.25,1.01,0.08,0.006722689076,0.92,1.85,0.1554621849,4.45,1.18,0.09915966387,0,63.2,2.61,16.5,32.4,15.1,1.6,63.2,0.59,0.25,42.9,0.34,57.1,44.1,239.7,137.1,2.1,1.34,0.17,0.92,0.25,39.1,3.95,0.08,0,0,2.02,0.42,0.17,1.09,1.85,0,0,0,7.73,0.76,1.6,2.36,32.1
1308,Luca Koleosho,CAN,FWDF,Espanyol,La Liga,18,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,23.3,40,133.3333333,58.3,310,70,13.3,16.7,80,10,16.7,60,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,3.33,0,0,0,0,0,23.3,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,3.33,0,3.33,3.33,0,0,3.33,0,0,0,0,0,0,56.7,0,3.33,20,33.3,6.67,56.7,10,3.33,33.3,6.67,66.7,33.3,230,96.7,3.33,0,3.33,10,0,36.7,23.3,0,0,0,0,0,0,3.33,0,0,0,0,6.67,0,0,0,0
1309,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24,1998,18,17,1442,16,9,2.31,1.06,45.9,0.22,0.47,13.7,0,0.06,0.06,13.5,21.4,1.3375,63.2,182,40.5,7.75,11.4,68.1,4.13,6.13,67.3,0.63,0.039375,1.06,0.06625,58.8,0.63,1.38,0.88,0.94,0.13,1.94,21.4,20.6,0.63,0,0.19,0.13,0.75,0.06,0,0,0,0,13.5,0.19,0.88,3.88,2.38,0,0.88,0.25,0.38,0,1.06,0.75,0,0.19,0,0.13,0,0.56,0.035,0.5,89.29,0.06,0.13,0.38,0,0.25,0,0.25,0.44,0.06,0.00375,0.38,0.13,0.008125,0.69,0.38,0.02375,0,35.3,0.5,1.56,14.3,19.9,7.19,35.2,4.81,1.88,39,2.19,45.5,21.8,154.6,74.6,3.38,1.88,2.5,4.25,2.75,26.9,8.13,0.19,0.06,0.06,1.75,2.38,0.88,0.75,0.5,0.13,0,0,3.38,2,2.94,4.94,40.5
1310,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,31,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,46.7,56.7,189,82.4,963.3,523.3,26.7,26.7,100,10,16.7,60,10,33.33333333,13.3,44.33333333,75,0,0,13.3,0,0,0,56.7,46.7,10,0,0,0,3.33,10,0,0,0,0,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,3.33,0,3.33,0,0,0,0,3.33,11.1,3.33,3.33,11.1,0,66.7,0,36.7,20,10,3.33,66.7,0,0,0,0,0,20,46.7,10,0,0,0,0,0,43.3,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,6.67,6.67,0
1311,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,5,4,382,4.2,0,0.71,0.24,33.3,0,0,9.6,0,0,0,55,64,15.23809524,85.9,961.7,403.1,21.7,24.5,88.3,29.5,33.1,89.2,3.1,0.7380952381,5,1.19047619,61.9,0,0,2.38,0.24,0,2.86,64,62.6,1.43,1.19,0,0,0,0.24,0,0,0,0,55,0,0.71,0.95,0.71,0,0,0.24,0,0,0,0,0,0,0,0,0,2.86,0.680952381,1.67,58.39,2.14,0.71,0,0.95,1.9,50,0.95,0.48,0.24,0.05714285714,0.24,2.14,0.5095238095,5,5,1.19047619,0.24,78.1,8.33,43.1,32.9,2.62,1.19,78.1,0.48,0.24,50,0,0,43.8,214.3,110.7,0.71,0.48,0,0.95,0,48.3,0.48,0,0,0,1.19,0.71,0.24,0,1.67,0,0,0.24,9.29,2.86,1.67,4.53,63.2
1312,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,16,10,962,10.7,0,1.03,0,0,0,0,19.7,0,0,0,49.4,55.4,5.177570093,89.2,780.2,236.7,26.6,28.7,92.8,16.6,18.2,91.3,3.93,0.3672897196,5.23,0.4887850467,75,0.19,0.47,3.83,0.28,0,3.74,55.4,54.1,1.31,1.21,0,1.03,0,0.09,0,0,0,0,49.4,0,0.19,1.12,0.93,0,0,0.09,0.09,0,0.19,0.19,0,0,0,0,0,3.36,0.3140186916,1.87,55.65,1.59,1.68,0.09,1.5,2.24,66.7,0.75,0.84,0.09,0.008411214953,0.75,2.34,0.2186915888,5.7,1.03,0.09626168224,0.09,65.5,2.52,16.7,43.5,6.07,0.75,65.5,0.65,0.19,28.6,0.19,28.6,35.4,121.8,54.1,0.56,0.56,0.09,0.37,0.93,43.9,0.47,0.37,0,0,1.4,1.68,0.19,0,1.87,0,0,0,9.25,1.12,0.84,1.96,57.1
1313,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,21,5,647,7.2,3,1.25,0.69,55.6,0.22,0.4,16.6,0,0.14,0.14,12.6,20.4,2.833333333,61.9,157.6,52.8,8.06,11.3,71.6,3.61,6.39,56.5,0.14,0.01944444444,0.69,0.09583333333,20,0.14,0.83,1.11,0.14,0,1.94,20.4,20,0.42,0,0.14,0,0.14,0.14,0,0,0,0,12.6,0,0.42,2.22,1.81,0,0.28,0.14,0,0,0.14,0.14,0,0,0,0,0,0.83,0.1152777778,0.42,50.60,0.14,0.56,0.14,0.42,0.56,75,0.14,0.56,0,0,0.56,0.28,0.03888888889,1.11,0.56,0.07777777778,0,30.3,0.42,3.33,14.9,12.4,2.36,30.1,1.25,0.83,66.7,0.14,11.1,20.4,111.3,33.8,0.69,0.97,0.14,4.03,1.39,23.9,4.86,0.28,0,0,1.81,1.39,0.69,0.14,0.42,0,0,0,2.36,4.72,4.58,9.3,50.7
