Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
870,Yahia Fofana,FRA,GK,Angers,Ligue 1,22,2000,8,8,720,8,0,0,0,0,0,0,0,0,0,0,21.6,30.4,3.8,71.2,579.1,421.6,3.88,3.88,100,10.4,10.5,98.8,7.25,0.90625,15.9,1.9875,45.7,0,0,0.25,0,0,0,30.4,21.3,9.13,2.5,0,0,0,0,0,0,0,0,21.6,0,0,0.25,0.25,0,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0.13,0.01625,0.13,0.13,0.01625,0.13,32.6,29.1,32.4,0.25,0,0,32.6,0.13,0.13,100,0,0,22.3,126.6,92.5,0,0.13,0.13,0,0,12.4,0,0.13,0,0,0,0.13,0,0,0,0,0,0,1.38,0.38,0,0.38,100
871,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,22,21,1839,20.4,1,1.03,0.25,23.8,0.05,0.2,21.4,0.05,0,0,39.8,48.9,2.397058824,81.4,696.1,212.5,18,22.1,81.6,15.6,18.1,86.4,4.66,0.2284313725,6.27,0.3073529412,74.2,0.05,0.83,5.1,0.83,0,6.27,48.9,47.2,1.47,0.88,0.34,0.44,0.2,0.05,0,0,0,0,39.8,0.2,0.83,2.16,1.91,0,0.2,0,0.05,0,0.29,0.25,0,0,0,0.05,0,2.6,0.1274509804,1.13,43.46,1.08,1.32,0.2,1.32,2.45,54,1.13,1.42,0.15,0.007352941176,1.27,1.23,0.06029411765,3.82,0.98,0.04803921569,0,60.1,1.81,10.2,38.1,12.6,1.13,60.1,2.99,1.42,47.5,1.37,45.9,45.1,249.5,118.4,1.96,2.55,0.25,1.57,1.52,40.2,2.11,0.1,0.05,0,1.57,1.03,0.1,0.2,1.13,0,0,0.05,7.55,0.74,0.64,1.38,53.6
872,Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,8,7,623,6.9,0,0.14,0,0,0,0,15.3,0,0,0,46.1,56.7,8.217391304,81.3,791.7,214.8,20,23.2,86.3,20.9,24.5,85.2,3.62,0.5246376812,5.36,0.7768115942,67.6,0,1.45,2.46,0.87,0.58,3.33,56.7,46.5,9.86,0.58,0,0.14,2.46,9.28,0,0,0,0,46.1,0.29,1.88,2.32,2.03,0,0,0,0.14,0.14,0,0,0,0,0,0,0,1.3,0.1884057971,1.01,77.69,0.43,0.58,0.29,0.72,1.3,55.6,0.58,0.58,0.43,0.06231884058,0.14,2.03,0.2942028986,3.33,0.72,0.1043478261,0,64.1,2.61,14.8,30.6,19.1,1.16,64.1,0.87,0.72,83.3,0,0,42.9,237,99.4,2.17,1.74,0,1.74,0.29,37.5,8.12,0,0,0,1.3,1.01,0.29,2.46,1.01,0,0,0,7.54,0.43,0.72,1.15,37.5
873,José Fonte,POR,DF,Lille,Ligue 1,39,1983,19,18,1589,17.7,1,0.62,0.11,18.2,0.09,0.5,13.3,0,0,0,58.8,66,3.728813559,89.1,1127.1,396.7,21.3,22.6,94.3,29.5,32,92.4,6.89,0.3892655367,9.89,0.5587570621,69.7,0,0.23,3.33,0,0,3.22,66,61.6,4.24,3.05,0,0.51,0.11,0.17,0,0,0,0,58.8,0.11,0.11,0.56,0.45,0,0,0.11,0,0,0.06,0,0,0,0.06,0,0,1.07,0.0604519774,0.79,73.83,0.9,0.11,0.06,0.56,1.02,55.6,0.45,1.13,0.56,0.03163841808,0.56,0.96,0.05423728814,2.03,3.79,0.2141242938,0.11,74.5,10.1,35.6,35.8,3.33,1.13,74.5,0,0,0,0,0,54.4,265.4,131.5,0.23,0.51,0,0.34,0.06,51.3,0.4,0.23,0,0,0.85,0.23,0,0.11,0.79,0,0.06,0,4.58,2.32,1.24,3.56,65.1
874,Pablo Fornals,ESP,FWMF,West Ham,Premier League,26,1996,18,11,960,10.7,1,1.59,0.47,29.4,0.06,0.2,23.9,0,0,0,32.8,45.7,4.271028037,71.8,562.5,167.6,15.5,17.8,87.4,12.2,16.1,76.2,3.93,0.3672897196,8.04,0.7514018692,48.8,0,1.03,3.74,0.56,0.19,4.49,45.7,42.6,2.9,0.28,0.37,0.75,3.64,0.47,1.4,1.12,0.19,0,32.8,0.19,1.31,3.46,2.99,0.09,0,0.28,0,0.09,0,0,0,0,0,0,0,1.4,0.1308411215,0.75,53.57,0.47,0.47,0.47,0.47,2.06,22.7,1.59,0.93,0.09,0.008411214953,0.84,1.03,0.09626168224,2.43,0.75,0.07009345794,0,53.9,0.93,8.97,24.6,21.2,1.87,53.9,1.5,0.75,50,0.75,50,29.1,151.9,72.4,1.78,1.78,0.65,1.21,0.93,36.5,6.07,0,0,0,1.03,0.47,0.09,3.64,0.75,0,0,0,8.22,0.47,1.21,1.68,27.8
875,Emil Forsberg,SWE,MFFW,RB Leipzig,Bundesliga,31,1991,17,7,755,8.4,2,0.83,0.36,42.9,0.14,0.33,17.5,0,0.12,0.12,28.6,35,4.166666667,81.6,394.2,100.1,17.7,20.5,86.6,7.98,8.93,89.3,1.31,0.155952381,2.26,0.269047619,57.9,0.24,0.71,3.69,1.07,0,4.17,35,34,0.83,0.48,0,0.12,1.07,0.24,0.12,0,0.12,0,28.6,0.12,0.71,2.02,1.67,0,0,0.24,0.12,0,0.36,0.36,0,0,0,0,0,1.19,0.1416666667,0.83,69.75,0.12,0.6,0.48,0.48,1.43,33.3,0.95,1.79,0,0,1.79,0.12,0.01428571429,1.31,0.36,0.04285714286,0,44.2,0.12,3.21,24.6,16.7,1.67,44,1.67,0.83,50,0.83,50,28.5,134.8,64,1.79,1.07,0.24,1.43,0.6,32,4.52,0.24,0,0,1.19,1.07,0.24,1.07,0.83,0,0,0,2.86,0.95,0.95,1.9,50
876,Adam Forshaw,ENG,MF,Leeds United,Premier League,31,1991,5,2,159,1.8,0,0,0,0,0,0,0,0,0,0,30,36.1,20.05555556,83.1,399.4,161.1,18.9,20,94.4,5.56,6.11,90.9,2.22,1.233333333,6.11,3.394444444,36.4,0,1.11,4.44,0,0,4.44,36.1,33.9,2.22,1.11,0,0,2.22,0,1.11,0.56,0.56,0,30,0,0.56,2.22,1.67,0.56,0,0,0,0,0,0,0,0,0,0,0,1.11,0.6166666667,0.56,50.45,0,1.11,0,0.56,3.33,16.7,2.78,1.67,0,0,1.67,0,0,1.11,0.56,0.3111111111,0,43.9,1.11,7.78,31.1,6.11,0,43.9,2.78,2.22,80,0.56,20,24.4,122.8,50,0,1.11,0,2.22,0.56,28.3,0,0,0,0,1.11,1.67,0,2.22,0.56,0,0,0,5.56,0,0.56,0.56,0
877,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,17.5,21.5,10.75,81.4,432,309.5,3.5,3.5,100,9,9,100,5,2.5,8.5,4.25,58.8,0,0,0,0,0,0,21.5,15.5,5.5,0.5,0,0,0,0,0,0,0,0,17.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,24,23,24,0,0,0,24,0,0,0,0,0,12.5,79,50,0,0,0,0,0,9,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
878,Philipp Förster,GER,MF,Bochum,Bundesliga,28,1995,17,11,867,9.6,2,1.25,0.52,41.7,0.17,0.4,20.8,0.21,0,0,26.4,36.1,3.760416667,72.9,416.6,143.6,14.7,16.8,87.6,8.23,11.1,73.8,2.6,0.2708333333,5.1,0.53125,51,0.52,1.46,3.13,0.94,0.42,3.33,36.1,30.4,5.52,1.98,0,0.1,4.69,0.94,2.29,1.77,0.42,0,26.4,0.21,1.25,2.5,1.56,0.83,0,0,0.1,0,0.63,0.21,0.42,0,0,0,0,2.19,0.228125,1.46,66.67,0.83,0.94,0.42,0.63,1.98,31.6,1.35,1.77,0,0,1.77,0.31,0.03229166667,2.5,0.42,0.04375,0,46.7,1.04,5.73,22.7,18.6,1.67,46.7,1.04,0.31,30,0.63,60,20.1,116.6,55.9,1.56,1.46,0.21,1.67,1.25,25.7,3.33,0.21,0,0,1.88,0.94,0,4.69,1.46,0,0,0,5.94,0.63,0.73,1.36,46.2
879,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,10,30,300,33.3,150,110,0,10,0,10,20,50,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,10,0,0,30,0,0,0,0,0,10,20,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,50
880,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,25,1998,7,1,113,1.3,0,1.54,1.54,100,0,0,27.1,0,0,0,46.9,58.5,45,80.3,661.5,136.2,30.8,34.6,88.9,13.8,16.9,81.8,0.77,0.5923076923,3.08,2.369230769,25,0,1.54,0.77,0.77,0,3.85,58.5,46.2,11.5,0.77,0,0.77,0.77,10.8,0,0,0,0,46.9,0.77,0.77,2.31,2.31,0,0,0,0,0,0,0,0,0,0,0,0,3.08,2.369230769,2.31,75.00,1.54,1.54,0,0.77,0.77,100,0,0.77,0,0,0.77,0,0,3.08,0.77,0.5923076923,0,65.4,0.77,11.5,32.3,21.5,0,65.4,0.77,0,0,0.77,100,23.8,111.5,69.2,2.31,1.54,0,0.77,0.77,44.6,2.31,0.77,0,0,1.54,0.77,0.77,0.77,2.31,0,0,0,4.62,1.54,1.54,3.08,50
881,Dimitri Foulquier,FRA,DFMF,Valencia,La Liga,29,1993,15,6,665,7.4,0,0.27,0,0,0,0,9.1,0,0,0,31.5,44.6,6.027027027,70.6,494.2,177.7,16.4,19.1,85.8,12.4,17,73,1.89,0.2554054054,5,0.6756756757,37.8,0.14,0.54,2.3,0.95,0.68,2.97,44.6,36.8,7.57,0.41,0,0,3.38,7.16,0,0,0,0,31.5,0.27,1.62,1.35,1.22,0,0,0.14,0,0,0.14,0.14,0,0,0,0,0,2.43,0.3283783784,1.62,66.67,1.35,0.95,0.14,1.49,1.76,84.6,0.27,1.08,0,0,1.08,0.68,0.09189189189,3.11,1.76,0.2378378378,0,54.7,2.57,17.4,20.5,17.3,1.08,54.7,1.35,0.68,50,0.68,50,27.8,153.4,89.5,2.3,2.03,0.41,2.03,0.27,32.6,4.59,0.27,0,0,2.3,0.68,0,3.38,1.62,0,0,0,4.32,1.35,1.35,2.7,50
882,Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,9,7,631,7,1,0.43,0.29,66.7,0.33,0.5,12.5,0,0,0,50,57.3,8.185714286,87.3,878.1,332.3,22.6,24.1,93.5,22.7,25,90.9,4.14,0.5914285714,6.14,0.8771428571,67.4,0,0.71,4.86,0.71,0,4.86,57.3,47.7,9.14,1.71,0.29,0.86,0.43,7.43,0,0,0,0,50,0.43,0.71,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0.47,1.86,56.53,2,1,0.29,1.86,2.43,76.5,0.57,1.29,0.43,0.06142857143,0.86,1.29,0.1842857143,4.57,3.14,0.4485714286,0,70,3.86,20.3,38,12.9,1,70,2.86,0.86,30,1.57,55,36.7,269.4,150,2.86,2.57,0.14,1.14,0.86,42,0.86,0.29,0,0,1.71,0.57,0,0.43,1.86,0,0.14,0,6.29,0.86,0.43,1.29,66.7
883,Raphael Framberger,GER,DFFW,Augsburg,Bundesliga,27,1995,3,2,176,2,0,0,0,0,0,0,0,0,0,0,16.5,32,16,51.6,202,145.5,11,13.5,81.5,4.5,9.5,47.4,0,0,5,2.5,0,0,0.5,1,0.5,0,1.5,32,22,10,0,0,0,2,10,0,0,0,0,16.5,0,1.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,3,60.00,3,2,0,1.5,2.5,60,1,1,0.5,0.25,0.5,1,0.5,6,2.5,1.25,0,44,4,16,18.5,10.5,0,44,0.5,0,0,0.5,100,13,57,27,0,0,0,1.5,1.5,16,1.5,0,0,0,2,0,0,2,3,0,0,0,4,2.5,1,3.5,71.4
884,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,#DIV/0!,100,12,2,1,1,100,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,1,#DIV/0!,0,5,0,1,3,1,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
885,Bartol Franji?,CRO,MF,Wolfsburg,Bundesliga,23,2000,5,3,227,2.5,0,0.8,0.8,100,0,0,11.6,0,0,0,24.4,31.6,12.64,77.2,371.6,103.2,13.2,14.4,91.7,8.4,10.8,77.8,1.6,0.64,2.8,1.12,57.1,0.4,0.8,2.4,0.4,0,1.6,31.6,31.6,0,0,0,0,0.4,0,0,0,0,0,24.4,0,0.4,1.2,0.8,0,0.4,0,0,0,0.8,0.4,0,0.4,0,0,0,1.6,0.64,0.8,50.00,0.8,0.8,0,0,0.8,0,0.8,1.6,0.4,0.16,1.2,2,0.8,3.6,1.6,0.64,0,45.6,3.2,14,25.6,6.8,1.2,45.6,0.8,0.4,50,0.4,50,20.4,88.8,35.2,1.2,0.8,0,2.4,0,24.8,0.4,0,0,0,0.4,0.4,0,0.4,0.8,0,0,0,4.8,2,1.2,3.2,62.5
886,Przemys?aw Frankowski,POL,DFMF,Lens,Ligue 1,27,1995,22,17,1579,17.5,2,1.09,0.17,15.8,0.05,0.33,21.6,0.06,0.06,0.06,47.4,63.9,3.651428571,74.1,787.9,288.5,24.2,27.3,88.9,17.7,24.2,73.1,4.23,0.2417142857,9.77,0.5582857143,43.3,0.11,2.34,3.09,1.83,0.86,5.03,63.9,48.1,15.7,2.69,0.06,0.23,10.3,8,5.03,2.06,2,0,47.4,0.11,1.14,4.34,2.23,1.83,0.06,0.06,0.06,0.11,0.46,0.23,0.23,0,0,0,0,2.8,0.16,1.77,63.21,1.31,1.2,0.29,1.43,2.57,55.6,1.14,1.09,0.17,0.009714285714,0.91,1.49,0.08514285714,4.29,1.49,0.08514285714,0,74.1,2.51,11.8,27.7,35.3,2.17,74.1,0.86,0.11,13.3,0.63,73.3,46.4,232.5,88.6,1.66,1.71,0.34,1.14,0.29,43,9.71,0.06,0,0,1.26,0.51,0.29,10.3,1.77,0,0,0,4.63,0.4,0.63,1.03,38.9
887,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,8,3,313,3.5,0,1.71,0.29,16.7,0,0,16.6,0,0,0,24.3,34.9,9.971428571,69.7,350.9,82.6,14.3,16.9,84.7,8,11.7,68.3,0.86,0.2457142857,2.29,0.6542857143,37.5,0,1.43,1.14,1.14,0.29,2.57,34.9,32,2,0.57,0,0,3.71,0.57,0.86,0,0.29,0,24.3,0.86,1.14,2.29,1.71,0.29,0,0.29,0,0,0,0,0,0,0,0,0,0.57,0.1628571429,0.57,100.00,0,0,0.57,0.57,1.43,40,0.86,0.86,0.29,0.08285714286,0.57,0,0,0.57,0.86,0.2457142857,0,42,0.29,5.14,14.6,22.9,2.57,42,0.57,0.29,50,0,0,26.9,171.4,92,2.29,2,0.29,2,0.29,30.6,6.57,0.29,0,0,0.86,2.86,0.29,3.71,0.57,0,0,0,4,0,0.57,0.57,0
888,Davide Frattesi,ITA,MF,Sassuolo,Serie A,23,1999,21,21,1726,19.2,5,1.98,0.94,47.4,0.13,0.28,14.2,0,0,0,25.2,32.1,1.671875,78.6,433.9,119,12,14.4,83,9.22,11.1,82.7,3.02,0.1572916667,4.53,0.2359375,66.7,0,1.04,2.4,0.89,0.05,4.38,32.1,31.3,0.83,0.63,0.21,0.73,0.47,0.21,0,0,0,0,25.2,0,0.68,3.18,2.55,0,0.21,0.21,0.16,0.05,0.21,0.21,0,0,0,0,0,2.19,0.1140625,0.99,45.21,0.73,1.15,0.31,0.73,1.25,58.3,0.52,0.83,0.1,0.005208333333,0.73,0.31,0.01614583333,2.5,1.25,0.06510416667,0,44.4,1.98,8.96,22.3,13.8,2.97,44.4,2.5,1.25,50,0.83,33.3,24.8,144.4,72.7,2.34,1.82,0.73,1.67,1.46,29.8,2.86,0.16,0,0,1.41,1.93,0,0.47,0.99,0,0,0,5.21,0.83,0.63,1.46,57.1
889,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,19,7,763,8.5,2,2.47,0.59,23.8,0.1,0.4,18.4,0,0,0,43.9,55.3,6.505882353,79.4,662,184.1,23.9,27.8,86,13.5,15.9,85.2,3.53,0.4152941176,5.53,0.6505882353,63.8,0,1.88,3.41,0.59,0.12,4.82,55.3,54.1,0.82,0.59,0.47,0.12,1.06,0.12,0,0,0,0,43.9,0.35,1.88,3.65,2.71,0,0,0.47,0.24,0.24,0.24,0.12,0,0,0.12,0,0,2.82,0.3317647059,1.76,62.41,1.29,1.18,0.35,0.82,2.35,35,1.53,3.18,0.12,0.01411764706,3.06,1.41,0.1658823529,4.24,0.94,0.1105882353,0,71.2,2.59,18.5,31.5,22,2.94,71.2,1.18,0.47,40,0.59,50,36.2,140.8,72.5,0.82,1.65,0.12,2.35,1.06,42.2,3.29,0.47,0,0,2.24,1.18,0,1.06,1.76,0,0,0,8.71,0.71,0.94,1.65,42.9
890,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,30,1992,9,5,463,5.1,0,0,0,0,0,0,0,0,0,0,27.5,40.6,7.960784314,67.6,399.6,135.7,15.7,17.8,87.9,10,15.9,63,0.78,0.1529411765,2.75,0.5392156863,28.6,0,0.2,0.78,1.18,0.2,2.75,40.6,32.5,8.04,0.2,0,0,2.55,7.84,0,0,0,0,27.5,0,2.16,0.78,0.78,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.39,0.07647058824,0.2,51.28,0.39,0,0,0,0.59,0,0.59,1.18,0.2,0.03921568627,0.98,0,0,0.39,4.31,0.8450980392,0,50,5.1,15.7,19.8,14.9,1.18,50,1.18,0.2,16.7,0.78,66.7,21.2,129.6,72.7,2.35,1.76,0.39,0.78,0.59,28,4.71,0.2,0,0,0.59,0.2,0,2.55,0.2,0,0,0,2.35,0.78,1.76,2.54,30.8
891,Iván Fresneda,ESP,DF,Valladolid,La Liga,18,2004,10,7,769,8.5,0,0.12,0,0,0,0,14.5,0,0,0,43.8,54.7,6.435294118,80,698.1,208.4,23.2,26.9,86,16.2,19.3,84.1,3.29,0.3870588235,5.53,0.6505882353,59.6,0,1.18,2.94,0.71,0.47,3.76,54.7,44.8,9.65,1.06,0.12,0,3.06,8.59,0,0,0,0,43.8,0.24,1.41,2,1.76,0.12,0,0,0,0.12,0,0,0,0,0,0,0,3.41,0.4011764706,2.24,65.69,2.12,1.06,0.24,2.24,2.71,82.6,0.47,1.18,0.24,0.02823529412,0.94,1.53,0.18,4.94,3.18,0.3741176471,0,68.6,4.94,22.8,30.4,16.1,0.71,68.6,2,0.35,17.6,0.94,47.1,36.7,199.4,97.6,2.35,1.65,0.47,1.18,0.94,39.2,6.35,0.12,0,0,0.82,1.41,0,3.06,2.24,0,0,0,6.82,0.47,0.82,1.29,36.4
892,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,18,16,1461,16.2,0,0.37,0.06,16.7,0,0,22.3,0,0,0,29.9,37.6,2.320987654,79.6,454.5,149.7,16,18.4,87.2,10.9,13.2,82.7,1.67,0.1030864198,3.33,0.2055555556,50,0,0.56,2.28,0.25,0.19,2.53,37.6,36.5,1.05,0.99,0,0.12,0.31,0.06,0,0,0,0,29.9,0.06,0.62,1.23,1.17,0,0,0.06,0,0,0,0,0,0,0,0,0,2.04,0.1259259259,0.99,48.53,1.17,0.74,0.12,0.86,1.79,48.3,0.93,1.48,0.31,0.01913580247,1.17,1.54,0.0950617284,3.58,1.73,0.1067901235,0,47.3,3.27,16.2,24.3,7.1,0.25,47.3,0.56,0.25,44.4,0.19,33.3,22.7,105.2,48.5,0.31,0.62,0,0.86,0.31,25.5,0.31,0.19,0,0,1.11,0.43,0,0.31,0.99,0,0,0,5.86,1.05,0.74,1.79,58.6
893,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,5,2,230,2.6,0,3.46,1.15,33.3,0,0,14.3,0,0,0,15.8,29.6,11.38461538,53.2,224.6,65.8,9.23,17.7,52.2,5.38,7.69,70,0.38,0.1461538462,0.38,0.1461538462,100,0.38,1.92,3.08,0.77,0,4.62,29.6,28.8,0.77,0,0.38,0,1.15,0,0,0,0,0,15.8,0,2.69,3.08,2.31,0,0,0.77,0,0,0.38,0.38,0,0,0,0,0,0.38,0.1461538462,0,0.00,0,0,0.38,0,0.77,0,0.77,0.38,0,0,0.38,0,0,0.38,0.38,0.1461538462,0,43.1,0,0.77,18.5,23.8,7.69,43.1,1.54,0.77,50,0.77,50,23.1,77.3,26.2,0.77,0.38,0,5,0.77,32.7,6.92,0.38,0,0,3.46,0.77,1.15,1.15,0,0,0,0,2.69,6.15,5.77,11.92,51.6
894,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,18,18,1514,16.8,0,0.18,0.06,33.3,0,0,23,0,0,0,49.2,60.5,3.601190476,81.3,1076.6,401.5,15,16.1,93.3,23.9,27.1,87.9,9.46,0.5630952381,15.4,0.9166666667,61.4,0,0.42,4.64,0.77,0.3,4.46,60.5,57,3.27,1.73,0.06,1.43,1.19,0.95,0.6,0,0.18,0,49.2,0.24,0.42,1.01,0.77,0.18,0.06,0,0,0,0.06,0.06,0,0,0,0,0,1.9,0.1130952381,1.25,65.79,1.31,0.6,0,1.07,1.79,60,0.71,1.43,0.6,0.03571428571,0.83,2.32,0.1380952381,4.23,3.93,0.2339285714,0.06,70.9,6.85,33.2,34.2,3.93,0.12,70.9,0.48,0.36,75,0.06,12.5,41.4,189.2,85.2,0.48,0.36,0,0.54,0.42,44,0.24,0.3,0.06,0,0.83,1.07,0.12,1.19,1.25,0,0,0.06,8.57,1.25,1.37,2.62,47.7
895,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,27,1995,15,10,964,10.7,1,0.65,0.28,42.9,0.14,0.33,13.5,0,0,0,58.9,69.2,6.46728972,85.1,1107.4,354.7,21,22.5,93.4,32.8,35.2,93.1,4.67,0.4364485981,9.72,0.908411215,48.1,0,0.37,1.5,0,0,2.8,69.2,65.8,2.99,2.71,0.09,0.56,0,0.28,0,0,0,0,58.9,0.37,0.47,0.65,0.56,0.09,0,0,0,0,0,0,0,0,0,0,0,1.21,0.1130841121,0.84,69.42,0.93,0.19,0.09,0.75,0.93,80,0.19,0.84,0.37,0.03457943925,0.47,1.03,0.09626168224,2.24,3.64,0.3401869159,0,78.1,8.41,47.5,28.6,2.71,1.68,78.1,0.09,0.09,100,0,0,45.6,203,101.8,0.28,0.19,0,0.28,0.19,55.5,0.37,0.09,0,0,0.09,0.19,0,0,0.84,0,0,0,4.95,2.9,1.21,4.11,70.5
896,Jeremie Frimpong,NED,DFMF,Leverkusen,Bundesliga,22,2000,20,19,1614,17.9,5,1.23,0.56,45.5,0.23,0.5,12.5,0,0,0,32.8,42.1,2.351955307,78.1,428.2,144.7,23,26.3,87.4,7.71,10.2,75.8,1.01,0.05642458101,2.29,0.1279329609,43.9,0.22,1.23,1.51,1.01,0.34,2.51,42.1,34.2,7.82,0.39,0,0.17,2.01,7.43,0,0,0,0,32.8,0,1.28,3.18,2.07,0,0.5,0.17,0.45,0,0.39,0.28,0,0.06,0,0.06,0,2.12,0.1184357542,1.01,47.64,0.95,1.01,0.17,0.95,1.56,60.7,0.61,0.95,0.06,0.003351955307,0.89,0.56,0.0312849162,2.68,1.73,0.09664804469,0,54.9,1.68,12.4,22.3,21.3,3.63,54.9,5.36,2.46,45.8,1.56,29.2,30.4,256.7,160.8,5.81,3.74,1.4,2.57,1.73,34.9,7.37,0.11,0,0,0.61,2.46,0.17,2.01,1.01,0,0,0,4.08,0.5,0.95,1.45,34.6
