Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerDuels,AerDuels/90,AerWon%
719,Virgil van Dijk,NED,DF,Liverpool,Premier League,30,1991,34,34,3060,34,0.09,1.03,0.38,37.1,0.09,0.23,11.8,0.03,0,0,67.3,74.1,2.179411765,90.8,1508.8,487.1,17.7,19.1,92.6,36.3,37.9,95.7,13,16.6,0.4882352941,78.4,0.03,0.18,4.97,0.12,0,3.06,74.1,72,2.09,1.88,0,6.38,2.62,0,0,0,0,0,58.1,5.44,10.5,10.9,56.1,4.06,0.21,0.32,67.3,0.06,0.68,0.71,0.29,0.71,0.53,0,0,0.18,0,0,0.18,0.12,0,0,0.06,0,0,0.62,0.01823529412,0.35,56.4516129,0.38,0.21,0.03,0.32,0.44,73.3,0.12,3.65,1.29,35.5,2.12,1.32,0.21,0.91,0.47,0.01382352941,0.44,1.38,0.04058823529,2,3.97,0.1167647059,0.03,82.4,9.62,38.7,44.4,2.59,1.56,80.3,0.09,0.12,75,0.09,0,53.3,203,106.7,2.91,0.18,0,0.21,0.15,60.7,59.6,98.3,0.24,0.09,0,0,0.29,0.35,0,0,0.35,0,0,0,12.1,3.97,1.18,5.15,0.1514705882,77.1
